visit_id	wifi_id	date	indices
v788	2091	17191	112958;112972
v797	2114	17214	212062;212136;212138;212165;212234;212236;212248;212285
v831	2201	17210	196838;196839;196840;196850;196860
v838	2223	17203	167949;167959;167976;167982;167989
v848	2240	17204	171975;171977;172029;172056;172058;172128;172135;172139;172165;172208
v850	2244	17206	180155;180160;180167;180176;180189;180190;180195;180197;180209;181431;181444;181459;181460;181474;181502;181548
v866	2291	17220	237143;237146;237299;237300;237322;237400;237402
v869	2299	17222	246015;246050
v875	2309	17196	129293;129471;129543;129548;129552;129558;129570
v881	2321	17207	186145;186146;186161
v886	2330	17173	37307;37310
v887	2333	17215	218920;218924;218925;218931;218960
v894	2346	17194	121541
v913	2384	17224	257521;257633;257634;257698;257877
v930	2436	17196	130277;130280;130295;130297;130314;130347;130354;130360;130381;130414
v947	2484	17193	118322;118325;118364;118370
v957	2509	17168	10345;10351;10353;10361;10364;10385;10394;10399;10435;10437;10439;10457
v958	2510	17212	203749;203750;203751;203755
v967	2527	17198	141607;141610;141612;141617
v968	2527	17208	191128;191136;191148;191161;191164;191185;191193;191194;191198;191211
v974	2546	17185	82918;82919;82972;83018;83042;83044
v985	2567	17192	113571;113572;113575
v999	2595	17167	2136;2143;2183;2221;2248;2305;2349;2373;2377;2634
v1035	2710	17171	25447;25475;25545;25590;25600;25660;25719
v1042	2728	17201	156208;156210;156213;156216;156256;156257;156258;156271;156272
v1050	2745	17203	165800;165801;165803;165804;165860;165907;165935
v1057	2767	17180	63241;63284;63285;63310;63333
v1062	2782	17203	167736;167737;167741;167749;167752;167753;167756;167829
v1063	2782	17217	226366;226367;226368;226372;226375;226377;226380;226386;226394;226403
v1071	2806	17198	142466;142478;142505;142530;142541;142549;142597
v1087	2874	17200	151428;151476;151562;151571
v1121	2953	17188	100762;100766;100769;100823;100828;100830;100891;100913;100926
v1126	2958	17171	27532;27533;27972;27973;28006
v1127	2958	17173	37474;37476
v1128	2958	17179	58342;58346;58348;58545
v1174	3044	17203	167182;167192;167201;167205;167438;167453;167465;167515
v1189	3098	17208	187573;187574;187577
v1192	3103	17178	57016;57030;57031;57036;57050;57052;57055
v1195	3114	17197	133063;133101;133128;133136
v1198	3127	17181	67162;67172;67177;67197;67198;67206;67209;67266;67268;67307
v1232	3212	17199	144562;144567;144614;144615;144638;144660;144661
v1267	3285	17184	79010;79012;79013;79016;79018;79050
v1268	3285	17209	196000;196001
v1291	3344	17188	100220;100317;100318;100646;100657;100836
v1292	3345	17207	184535;184537;185069;185230;185241;185248
v1305	3404	17209	194787
v1331	3472	17183	73989;74008;74061;74084;74092;74143;74157;74182;74333;74418
v1334	3477	17176	48816;48817;48819;48820;48927;48951;48955;48956;48967;48999;49001;49002;49005;49008;49037;49078
v1335	3477	17187	95383;95385;95409;95420
v1343	3501	17168	13092;13222;13579;13597;13891;13925
v1345	3513	17181	68909;68911;68915;69548;69549;69561
v1354	3537	17170	20704;20705;20707;20763;20766;20772;20778;20782;20783;20808;20828;20829;20837
v1362	3550	17179	58841;58849;58940;58942;59049;59062;59123
v1367	3557	17169	20071;20072;20074
v1368	3557	17170	21327;21335;21336;21338;21345;21361
v1369	3557	17174	38433;38435;38439;38458;38471;38472;38473;38474;38485
v1380	3584	17207	186660;186667;186669;186678;186679;186680;186682;186683
v1388	3606	17226	263885;263923;263924;263969;264054;264145
v1424	3712	17201	156223;156231;156266;156267;156456;156488;156539;156558;156678;156731;156734;156879;156975;156977
v1427	3715	17190	108052;108054;108081;108122;108124;108152
v1435	3733	17197	133450;133451;133478;133479;133488;133541;133555;133605;133626;133727;133729;133744;133827
v1437	3741	17188	98965;99024;99080;99081;99083;99146;99358
v1440	3748	17213	209487;209501;209524;209525;209537
v1462	3786	17204	173414;173419;173449;173458;173459;173462;173463;173466
v1484	3858	17182	70603;70646;70650;70717
v1487	3861	17205	176284;176349;176431;176440;176499;176508;176520;176561
v1502	3896	17173	35327;35362;35363;35378;35403;35420;35424
v1503	3896	17176	49983;49989;50027;50042;50053;50065;50112
v1504	3902	17179	57870;57925;58051;58103;58108;58137
v1508	3919	17206	182481;182482;182534;182535;182561;182563;182567;182568;182641;182645;182666
v1509	3920	17169	19335;19354;19355;19358;19402;19408
v1521	3962	17216	223205;223206;223222;223224;223267;223352
v1523	3964	17188	96302;96306;96307;96308;96311;96331;96332
v1540	4045	17221	242432;242461;242462;242497;242498;242500;242553;242676;242682;242763;242770;242956;243106
v1553	4073	17172	30666;30667;30687;30692;30694;30696;30698;30699;30731;30733;30735;30738;30739
v1558	4082	17198	142410;142411;142421;142422;142440;142449;142450;142461;142462;142509;142510;142511;142514;142654
v1582	4128	17189	105245;105246;105247;105259
v1590	4146	17168	10735;10737;10738;10741;10742
v1597	4174	17207	183961;183962;183963;183975;183984;183998;183999;184160;184166;184169;184186;184188;184190;184192;184193;184194;184195;184225;184228
v1603	4189	17205	177697;177698;177703
v1624	4244	17188	101278;101283;101289;101295;101296;101318;101322;101372
v1630	4248	17217	226225;226229;226231
v1633	4256	17195	124089;124094;124125;124137;124148;124217;124218;124221;124227;124271;124357;124358;124373;124377
v1641	4272	17201	155388;155391;155392;155416;155425;155430
v1642	4272	17207	185967;185968;185969;185971;185984;185991
v1672	4361	17183	76950;76954
v1673	4361	17190	109445;109447;109449;109451
v1696	4415	17187	94547;94603;94636;94638;94639;94669;94670;94732
v1706	4467	17225	261120;261122;261127;261131;261196;261199;261202;261636;261637;261650;261654;261655
v1710	4474	17198	142967;142976;143032;143051;143053;143057;143860;143871
v1721	4497	17222	247491;247522;247558;247559;247562
v1730	4517	17214	211194;211197;211316;211329
v1731	4518	17203	167236;167240;167270;167287;167411;167444;167446;167447;167552
v1741	4535	17202	162974;163070;163073;163100
v1746	4544	17179	59804;59896;59972;60088
v1749	4550	17181	69153;69154;69223;69234;69237;69238;69239;69240;69269;69275;69359;69361
v1753	4558	17186	90165;90167;90170;90180
v1757	4569	17205	178211;178248;178250;178252;179184;179188
v1759	4576	17214	212442;212444;212446;212453;212498;212515;212537;212558;212624;212641
v1770	4617	17207	186827;186830;186841;186843;186858;186864;186872;186889
v1779	4638	17208	189926;189971;189976;190031
v1784	4647	17209	194067;194068;194087;194141;194155;194156;194162;194164;194205
v1826	4733	17212	205953;206012;206037;206113
v1827	4737	17192	115582;115583;115584;115587;115594;115596;115597;115600;115609;115612;115613;115616;115620;115682;115685;115689;115691
v1828	4737	17227	268226;268229;268247;268248;268416;268420;268421;268426;268641;268707;268854;268856
v1830	4743	17171	27758;27759;27764;27770;27785;27786;27787;27792;27793
v1839	4764	17221	241397
v1848	4800	17190	107772;107779;107809;107812;107820;107925
v1851	4810	17210	196966;196988;197047;197067;197112;197115;197117
v1856	4833	17188	96424;96427
v1857	4833	17209	192428;192431;192449;192452;192456;192457;192458;192462;192473;192476
v1867	4866	17221	241664;241667;241670;241683;241697;241699;241702;241708;241953;242269;242546;242547;242549;242555
v1874	4884	17196	132218;132220;132236;132255;132260
v1875	4888	17188	97474;97552;97652;97703;98225;98240
v1876	4892	17168	15210;15212;15215
v1880	4899	17211	202739;202741;202742;202756;202757
v1900	4941	17196	129950;130099;130108;130113;130289;130290
v1904	4948	17187	93342;93343;93361;93365;93385;93387;93391;93393;93443;93444;93451;93464;93473;93628;93629;93649;93654
v1905	4948	17192	113396;113399;113400;113401;113496;113498;113499;113500;113502
v1920	4987	17189	102446;102519;102520;102534;102543;102546;102619;102729;102730;102732;102762
v1942	5035	17173	35018;35022;35037;35040;35041;35068;35097
v1947	5050	17208	189165;189168;189171;189190;189200;189202;189209;189215;189220;189411;189438;189446;189469;189488;189498;189501
v1957	5095	17215	216782
v1960	5110	17199	145460;145461;145465;145511;145519;145520
v1971	5139	17202	163104;163105
v1972	5139	17215	220384;220385;220390;220391;220413;220415;220416;220417;220419;220420;220421;220427
v1978	5156	17180	64729;64739;64746;64752
v1979	5156	17203	168896;168898;168899
v1980	5156	17206	182268;182270
v2034	5303	17209	195582;195584;195589;195594;195597;195602;195616;195617;195622;195623;195624
v2043	5321	17199	144763;144764;144765
v2046	5333	17187	93855;93858;93860;93862;93875;93877;93891;93900;93904
v2049	5347	17218	233475;233489
v2052	5355	17177	53020;53063
v2055	5369	17222	248918
v2068	5404	17185	82406;82456;82488;82489;82537
v2069	5411	17208	189601;189660;189699;190088;190135;190168
v2079	5437	17174	38985;39007;39008;39054;39059
v2085	5459	17202	163793;163797;163899;163992;163999;164029
v2107	5493	17223	254402;254404;254406;254428
v2112	5504	17169	16526;16582;16585;16653;16710;16713
v2138	5583	17208	188928;188941;188990;188991;189069
v2144	5599	17199	145488;145489;145512
v2152	5614	17227	267500;267508;267515;267639;267640;267642;267653;267667;267697;267699
v2154	5617	17168	10257;10272;10301;10486;10490;10504
v2165	5651	17201	157307;157321;157392;157408;157409;157424;157450;157563;157570;157571
v2166	5653	17202	162776;162789;162813;162826;162869;162873;162874;162886
v2208	5741	17192	115316
v2211	5750	17212	206889
v2226	5806	17182	71250;71251;71279;71283;71301;71306;71338
v2233	5821	17207	186583;186584;186585
v2234	5821	17214	212652;212654;212662;212664;212698;212732;212734;212736;212739;212745;212775;212776;212781
v2274	5947	17179	60347;60348;60354;60355;60357;60358
v2275	5947	17207	186529;186540
v2279	5959	17217	228622;228623;228625;228626
v2281	5962	17215	219343;219345
v2300	6013	17172	28200;28202;28216;28218;28219;28232;28233;28234;28269;28270;28271;28275;28277;28319
v2336	6126	17204	174508;174510;174516;174520;174531;174545;174550
v2338	6128	17190	107683;107685;107688;107694
v2339	6128	17201	154553;154555
v2349	6155	17204	171127;171131;171168;171169;171170;171192;171208;171286;171315;171319;171322
v2359	6177	17203	169510;169511;169516;169528;169535;169537;169538;169540;169584;169599
v2360	6177	17218	230357
v2374	6206	17196	128914;128920;129065;129108;129156;129173;129174;129214;129253;129279;129623;130025;130403;130412
v2411	6296	17216	221658;221666;221719;221726;221765;221766;221770;221774;221788;221868;221870;221871;221922;221929;221964;221967;221990;221999
v2423	6322	17211	203410;203411;203417;203606;203655;203656;203673
v2447	6372	17205	179677;179681;179682;179683;179685;179688
v2485	6444	17226	264129;264131;264161;264232;264233;264234;264235;264371;264377;264402;264462
