exp_id,store_id,all_data,max_num_histories,previous_visits,multi_head,num_total_epoch,train_size,test_size,training_length,train_censored_size,train_revisit_ratio,test_revisit_ratio,train_censored_revisit_ratio,c_nll_date,c_nll_week,c_nll_month,c_nll_season,c_rmse,c_ce,c_rank,switch_low_bilstm,switch_low_cnn,switch_low_att,switch_low_userid,switch_low_hand,switch_high_lstm,time_start,time_end,time_run,test_acc_pp_baseline,test_fscore_pp_baseline,test_cindex_pp_baseline,test_RMSE_pp_baseline,test_acc_SurvRev,test_fscore_SurvRev,test_cindex_SurvRev_interval,test_cindex_SurvRev_censored_prob,test_RMSE_SurvRev,train_censored_acc_pp_baseline,train_censored_fscore_pp_baseline,train_censored_cindex_pp_baseline,train_censored_RMSE_pp_baseline,train_censored_acc_SurvRev,train_censored_fscore_SurvRev,train_censored_cindex_SurvRev_interval,train_censored_cindex_SurvRev_censored_prob,train_censored_RMSE_SurvRev
ZY9VIBMY88,store_E,1000,5,True,False,10,1011,348,180,652,0.35509396636993074,0.1896551724137931,0.2116564417177914,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,True,True,True,True,1559491678.7399073,1559492197.1272013,518.3872940540314,0.3390804597701149,0.2857142857142857,0.46495684642223173,308.5314285864436,0.5057471264367817,0.3722627737226277,0.44249250168329557,0.47432209095917244,41.43376916014319,0.6380368098159509,0.16312056737588654,0.5756682687673006,158.87898175798875,0.2116564417177914,0.34936708860759497,0.6231115640450057,0.6929062289121782,88.4716077408516
VEVIM5OTDU,store_E,1000,5,True,False,10,1011,348,180,652,0.35509396636993074,0.1896551724137931,0.2116564417177914,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,True,True,True,True,1559491677.434339,1559492200.0763535,522.642014503479,0.33620689655172414,0.27586206896551724,0.4602436187794577,340.3419094205496,0.5804597701149425,0.35964912280701755,0.5182714084593255,0.5098855359001041,55.67189024542598,0.6150306748466258,0.18770226537216825,0.5969179072617851,165.58847067286632,0.2116564417177914,0.34936708860759497,0.7095836833624833,0.7076694255849504,87.51877383501586
EHBLE2L3RC,store_A,1000,5,True,False,10,785,377,180,623,0.20636942675159237,0.1856763925729443,0.19743178170144463,0.0,0.0,0.125,0.125,0.25,0.25,0.25,False,True,False,False,False,True,1559491829.0473785,1559492261.5624306,432.5150520801544,0.2917771883289125,0.1834862385321101,0.5940298507462687,202.74810403683418,0.5145888594164456,0.38795986622073575,0.5872305140961858,0.5677169707020453,50.64025578956874,0.6677367576243981,0.14107883817427386,0.5746580087975122,144.02081049817943,0.19743178170144463,0.3297587131367292,0.5147350273109582,0.5345052607833976,135.4969684285367
YQ9CJUP14Z,store_D,1000,5,True,False,10,742,405,180,595,0.19811320754716982,0.08641975308641975,0.1226890756302521,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,True,True,False,True,1559492015.0997238,1559492383.6908486,368.5911247730255,0.2962962962962963,0.14414414414414414,0.5566771624374884,206.44738101714523,0.6444444444444445,0.21739130434782605,0.5151879977773661,0.5128727542137432,57.711517173837635,0.6084033613445378,0.12075471698113208,0.5769111468290895,125.4045866799362,0.1226890756302521,0.218562874251497,0.6120181597721569,0.6203366889434058,81.92947805344379
CGTWYKM97R,store_D,1000,5,True,False,10,742,405,180,595,0.19811320754716982,0.08641975308641975,0.1226890756302521,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,True,True,False,True,1559492018.7764266,1559492387.0417678,368.26534128189087,0.24444444444444444,0.14525139664804468,0.44369327653269125,336.9430145138153,0.6123456790123457,0.20304568527918782,0.4813854417484719,0.45499166512317096,54.261673719686975,0.6184873949579832,0.1302681992337165,0.588557087668838,149.53750722380556,0.1226890756302521,0.218562874251497,0.6094521050108563,0.6235231085920537,83.68995560142054
NLX5YLDYRK,store_C,1000,5,True,False,10,1482,247,180,753,0.49190283400809715,0.29959514170040485,0.26693227091633465,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,True,True,True,True,1559491625.7090774,1559492429.1140165,803.4049391746521,0.41295546558704455,0.45283018867924524,0.4888134654013992,306.5051118424796,0.44534412955465585,0.40692640692640697,0.48902126480570757,0.407840964189236,49.30435431914867,0.6268260292164675,0.20396600566572237,0.5995158870857766,170.74997563611845,0.26693227091633465,0.4213836477987421,0.6286649393154234,0.6236618709941361,94.27605180188758
6HH71HO267,store_C,1000,5,True,False,10,1482,247,180,753,0.49190283400809715,0.29959514170040485,0.26693227091633465,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,True,True,True,True,1559491627.709691,1559492439.7421632,812.0324721336365,0.41295546558704455,0.4176706827309237,0.4894368636143243,323.46638436260093,0.5141700404858299,0.393939393939394,0.49726397450993975,0.532728406178569,60.68654477284067,0.6135458167330677,0.215633423180593,0.6096072548752216,143.48088455819757,0.26693227091633465,0.4213836477987421,0.6285115232510569,0.6338555161598255,94.52124294593045
XN7IZ4NA8W,store_B,1000,5,True,False,10,933,394,180,606,0.3504823151125402,0.20812182741116753,0.18646864686468648,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,True,True,False,True,1559492019.375271,1559492546.8955567,527.5202856063843,0.383248730964467,0.3268698060941828,0.4606208959863232,422.924165983364,0.4137055837563452,0.35294117647058826,0.3463107588297004,0.35975443913432026,55.20839451698068,0.7128712871287128,0.12121212121212122,0.5979968478316132,130.91092149111483,0.18646864686468648,0.3143254520166898,0.7660447065602386,0.745962343450777,113.63565220519774
NPLQ8G7NQ7,store_B,1000,5,True,False,10,933,394,180,606,0.3504823151125402,0.20812182741116753,0.18646864686468648,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,True,True,False,True,1559492073.3379629,1559492603.7300754,530.392112493515,0.39847715736040606,0.33613445378151263,0.4506741267435987,388.23840982614223,0.4086294416243655,0.3616438356164383,0.3611532035590784,0.37937599564828844,49.382476789584985,0.6897689768976898,0.10476190476190476,0.6166387038825902,127.12379046463094,0.18646864686468648,0.3143254520166898,0.7127120511125798,0.6995780161675733,115.06427221441928
F2JT3VH36W,store_B,1000,5,True,False,10,933,394,180,606,0.3504823151125402,0.20812182741116753,0.18646864686468648,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,True,True,False,True,1559492083.0695078,1559492610.6594815,527.5899736881256,0.3730964467005076,0.31955922865013775,0.46462291642382564,364.36616249007153,0.4289340101522843,0.3515850144092219,0.43645335509189104,0.4488091075105879,59.23660701077318,0.693069306930693,0.1142857142857143,0.5794397274899589,124.406865354255,0.18646864686468648,0.3143254520166898,0.7015777789075872,0.7136949853407223,114.20703284555739
SJYDGIG4S6,store_A,1000,5,True,False,10,785,377,180,623,0.20636942675159237,0.1856763925729443,0.19743178170144463,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,True,True,True,False,1559492265.8877146,1559492695.6472666,429.7595520019531,0.33421750663129973,0.272463768115942,0.5158098396904367,280.64901067898785,0.21220159151193635,0.32036613272311215,0.44051962410171364,0.5066334991708126,58.28487390109946,0.7078651685393258,0.18018018018018017,0.508257738104829,172.73917516489985,0.19743178170144463,0.3297587131367292,0.6918776082367917,0.5360279071266294,189.75011863873263
CM3S8U463T,store_E,1000,5,True,False,10,1011,348,180,652,0.35509396636993074,0.1896551724137931,0.2116564417177914,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,True,True,False,True,1559492201.6486,1559492728.2490003,526.6004002094269,0.3649425287356322,0.3028391167192429,0.4907265715859705,323.8760979125371,0.6350574712643678,0.37438423645320196,0.5289832894656301,0.5141090775540185,67.33794311989226,0.6303680981595092,0.1939799331103679,0.5932546513709667,174.27190960753134,0.2116564417177914,0.34936708860759497,0.6977263024527288,0.7038271383911971,82.65937259540407
SW5SYYVN63,store_E,1000,5,True,False,10,1011,348,180,652,0.35509396636993074,0.1896551724137931,0.2116564417177914,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,True,True,False,True,1559492204.29465,1559492734.4635353,530.1688852310181,0.32471264367816094,0.2586750788643533,0.48864540613331703,265.53052312541195,0.5316091954022989,0.37065637065637064,0.4314745669339536,0.47169002876905186,47.705259212732074,0.6487730061349694,0.21305841924398627,0.5584261771308168,158.02397700466867,0.2116564417177914,0.34936708860759497,0.6827289879222729,0.6915566083208241,82.56847752324086
R20BKR5F1C,store_D,1000,5,True,False,10,742,405,180,595,0.19811320754716982,0.08641975308641975,0.1226890756302521,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,True,False,False,True,1559492388.3339837,1559492760.3050053,371.9710216522217,0.25925925925925924,0.14285714285714282,0.5088905352843119,269.04698008492284,0.6074074074074074,0.208955223880597,0.5265789961103908,0.5288016299314688,51.89070637264494,0.6336134453781512,0.12096774193548387,0.6058991061105942,159.04002306617565,0.1226890756302521,0.218562874251497,0.6637622310577221,0.6596734624820235,78.21837615111421
9UVAMZINWT,store_D,1000,5,True,False,10,742,405,180,595,0.19811320754716982,0.08641975308641975,0.1226890756302521,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,True,False,False,True,1559492391.114749,1559492762.6622565,371.54750752449036,0.2691358024691358,0.12941176470588237,0.5658455269494351,240.97304371378124,0.6271604938271605,0.21761658031088085,0.5543619188738655,0.5055565845526949,54.19528279895198,0.6470588235294118,0.16,0.5626427544200998,180.5174685360933,0.1226890756302521,0.218562874251497,0.6967825621069847,0.7009841242985647,73.76549873135349
NZ39HCK9W3,store_B,1000,5,True,False,10,933,394,180,606,0.3504823151125402,0.20812182741116753,0.18646864686468648,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,True,False,False,True,1559492551.2192736,1559493073.0013478,521.782074213028,0.37817258883248733,0.3175487465181059,0.47239382989470413,331.52272789261474,0.4593908629441624,0.3486238532110092,0.5593892062011889,0.4481097252982088,63.7698357031145,0.7095709570957096,0.11111111111111112,0.6167234395919128,142.3942104292457,0.18646864686468648,0.3143254520166898,0.7268459674275933,0.7428779636314335,106.46282687845806
C7XTKGM22F,store_D,1000,5,True,False,10,742,405,180,595,0.19811320754716982,0.08641975308641975,0.1226890756302521,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,False,False,False,True,1559492764.7710276,1559493130.2320435,365.4610159397125,0.2839506172839506,0.1569767441860465,0.45480644563808115,247.48856715209462,0.6493827160493827,0.202247191011236,0.4652713465456566,0.4736988331172439,60.852065319904284,0.6554621848739496,0.16326530612244897,0.5721738149620732,157.57253824648237,0.1226890756302521,0.218562874251497,0.5873163578941432,0.6418238727688013,80.14774977044765
KEKI6ZF047,store_B,1000,5,True,False,10,933,394,180,606,0.3504823151125402,0.20812182741116753,0.18646864686468648,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,True,False,False,True,1559492608.0719023,1559493133.349924,525.278021812439,0.37817258883248733,0.30985915492957744,0.46512802579943274,282.7309870618567,0.4619289340101523,0.3291139240506329,0.33997746435093446,0.33846213622411314,75.48328481583336,0.6963696369636964,0.11538461538461539,0.6070127273035403,156.14066337690576,0.18646864686468648,0.3143254520166898,0.7131187825173284,0.7329130442150932,114.94651399496945
RFZ67LHZX0,store_D,1000,5,True,False,10,742,405,180,595,0.19811320754716982,0.08641975308641975,0.1226890756302521,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,False,False,False,True,1559492766.9597266,1559493133.8496475,366.8899209499359,0.28641975308641976,0.16231884057971013,0.5029635117614373,244.9683149995831,0.5679012345679012,0.20814479638009048,0.5062974624930543,0.5311168734950917,46.57965758479686,0.6134453781512605,0.16666666666666666,0.5650678171615486,157.93985934305115,0.1226890756302521,0.218562874251497,0.6345204861404844,0.6264557426049686,78.50552788492986
5Y32QFKBUC,store_A,1000,5,True,False,10,785,377,180,623,0.20636942675159237,0.1856763925729443,0.19743178170144463,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,True,True,True,True,1559492700.0042431,1559493138.6758382,438.67159509658813,0.3129973474801061,0.2359882005899705,0.5296296296296297,307.28607235552727,0.4588859416445623,0.3625,0.4181315644002211,0.30925925925925923,46.905356211497164,0.7078651685393258,0.22222222222222224,0.5231619483428129,213.7367036151353,0.19743178170144463,0.3297587131367292,0.46628425954272273,0.4760646439907836,141.89896793016462
TI95GLZJP0,store_B,1000,5,True,False,10,933,394,180,606,0.3504823151125402,0.20812182741116753,0.18646864686468648,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,True,False,False,True,1559492614.9954953,1559493141.7159314,526.7204360961914,0.35786802030456855,0.27507163323782235,0.49403582391110074,420.8920350602715,0.41116751269035534,0.34831460674157305,0.3355480436725337,0.306873372964992,56.29001478970189,0.6996699669966997,0.16513761467889912,0.5923534495907266,145.30433980756976,0.18646864686468648,0.3143254520166898,0.6918670666192147,0.6887826867998712,113.07704421339153
J6Z7JU9CE7,store_E,1000,5,True,False,10,1011,348,180,652,0.35509396636993074,0.1896551724137931,0.2116564417177914,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,True,False,False,True,1559492732.7487843,1559493256.4034898,523.6547055244446,0.3218390804597701,0.27607361963190186,0.5197404664259044,312.9424174981446,0.5086206896551724,0.3643122676579926,0.38991246862949136,0.42945461222990755,45.5810021755264,0.6319018404907976,0.1891891891891892,0.5741533885116991,156.46045629120306,0.2116564417177914,0.34936708860759497,0.6429427237546995,0.6711470397862642,81.9880911903824
CBN9CPFLIC,store_E,1000,5,True,False,10,1011,348,180,652,0.35509396636993074,0.1896551724137931,0.2116564417177914,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,True,False,False,True,1559492738.7872193,1559493261.939323,523.1521036624908,0.3103448275862069,0.2638036809815951,0.5755646691559038,208.7701535874388,0.5488505747126436,0.3745019920318725,0.43728958805166185,0.4273734467772541,51.818299834624696,0.6196319018404908,0.13888888888888887,0.6131822125514715,148.92347322517716,0.2116564417177914,0.34936708860759497,0.6954126671532646,0.6987591753542755,84.02189392082369
NJLVF6257G,store_C,1000,5,True,False,10,1482,247,180,753,0.49190283400809715,0.29959514170040485,0.26693227091633465,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,True,True,False,True,1559492433.3376174,1559493268.720085,835.382467508316,0.4534412955465587,0.47058823529411764,0.4762069682066911,303.73123322262325,0.4979757085020243,0.3473684210526316,0.45646602479739556,0.4733670430144767,62.35622682558527,0.6215139442231076,0.2359249329758713,0.57122766943952,172.59685389681187,0.26693227091633465,0.4213836477987421,0.6533393563343788,0.6785762989226783,89.17346113256279
3O7C0FBU8Z,store_C,1000,5,True,False,10,1482,247,180,753,0.49190283400809715,0.29959514170040485,0.26693227091633465,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,True,True,False,True,1559492443.9260893,1559493275.7182972,831.7922079563141,0.4291497975708502,0.4426877470355732,0.4642238692249082,337.3817845334824,0.4817813765182186,0.39622641509433965,0.559257463461938,0.5672923737618619,54.90162688466974,0.6069057104913679,0.1868131868131868,0.5728129687713078,163.9902184097023,0.26693227091633465,0.4213836477987421,0.6549928405836629,0.6871505522978317,90.12909888868546
KYPZTUW1GL,store_D,1000,5,True,False,10,742,405,180,595,0.19811320754716982,0.08641975308641975,0.1226890756302521,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,False,False,False,False,True,1559493135.4467738,1559493501.0213583,365.57458448410034,0.27901234567901234,0.13609467455621302,0.5080570476014077,269.039353131012,0.6049382716049383,0.21568627450980393,0.47017966290053714,0.46610483422856086,53.29836795197929,0.680672268907563,0.23387096774193541,0.4949383864873248,213.615510025706,0.1226890756302521,0.218562874251497,0.6966979668950737,0.6509037588472493,79.1523400609968
4XUZZ5M88X,store_D,1000,5,True,False,10,742,405,180,595,0.19811320754716982,0.08641975308641975,0.1226890756302521,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,False,False,False,False,True,1559493138.268976,1559493505.412386,367.1434099674225,0.2814814814814815,0.17094017094017097,0.5192628264493425,291.3176871337078,0.6641975308641975,0.19999999999999998,0.39127616225226897,0.45642711613261716,66.13477819672688,0.6285714285714286,0.09053497942386832,0.6044327891041367,143.3329657506225,0.1226890756302521,0.218562874251497,0.6602374305614302,0.6376505089811917,80.49277298754629
YM5EX9YAXB,store_A,1000,5,True,False,10,785,377,180,623,0.20636942675159237,0.1856763925729443,0.19743178170144463,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,True,True,False,True,1559493143.7218082,1559493585.9016461,442.1798379421234,0.3421750663129973,0.24848484848484848,0.5182421227197347,321.1846842152241,0.4986737400530504,0.3593220338983051,0.38783858485351025,0.382808181315644,55.125163993413636,0.6725521669341894,0.1282051282051282,0.5446723490646601,154.4025291258145,0.19743178170144463,0.3297587131367292,0.6513220437297584,0.6595717255047291,133.20698203309058
ZK768L46TH,store_B,1000,5,True,False,10,933,394,180,606,0.3504823151125402,0.20812182741116753,0.18646864686468648,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,False,False,False,True,1559493077.2434278,1559493602.2100844,524.9666566848755,0.35786802030456855,0.3106267029972752,0.5129968527800443,353.108802095013,0.4619289340101523,0.3727810650887574,0.6175933480980689,0.650270039243113,59.74733799840175,0.6914191419141914,0.12206572769953052,0.6056569559543783,145.47083404089335,0.18646864686468648,0.3143254520166898,0.752842883047774,0.7707051705729828,112.01217013887417
5NYASCEJMJ,store_B,1000,5,True,False,10,933,394,180,606,0.3504823151125402,0.20812182741116753,0.18646864686468648,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,False,False,False,True,1559493138.0033214,1559493663.5666764,525.5633549690247,0.38071065989847713,0.3107344632768362,0.48416676380308504,366.76782999405145,0.41624365482233505,0.36464088397790057,0.3867195088782686,0.35755915607879707,51.09184541274338,0.7046204620462047,0.11822660098522167,0.6308404087650618,180.76625917641374,0.18646864686468648,0.3143254520166898,0.7076787499788161,0.7005440032538512,119.81131628463314
CPS7BPAUQ0,store_B,1000,5,True,False,10,933,394,180,606,0.3504823151125402,0.20812182741116753,0.18646864686468648,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,False,False,False,True,1559493145.9423068,1559493664.9525032,519.0101964473724,0.3477157360406091,0.2920110192837465,0.5159497998989782,434.08076152321166,0.4517766497461929,0.3414634146341463,0.3094766289777363,0.40674903834945797,65.66784652265338,0.7145214521452146,0.15609756097560976,0.5990475706272137,146.28939510233047,0.18646864686468648,0.3143254520166898,0.7219143491450167,0.7127628925381735,111.06024858015816
ECXI4X748E,store_E,1000,5,True,False,10,1011,348,180,652,0.35509396636993074,0.1896551724137931,0.2116564417177914,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,False,False,False,True,1559493260.8028638,1559493784.5338604,523.7309966087341,0.35344827586206895,0.30340557275541796,0.47658688865764826,296.99294000785767,0.5287356321839081,0.3787878787878788,0.4200893676929669,0.44123768133684277,47.63253971140161,0.6411042944785276,0.22516556291390727,0.5618828584413259,192.9126890899928,0.2116564417177914,0.34936708860759497,0.697877790478289,0.6659000454464077,81.23520750161566
LUP98KNEXC,store_E,1000,5,True,False,10,1011,348,180,652,0.35509396636993074,0.1896551724137931,0.2116564417177914,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,False,False,False,True,1559493266.4129574,1559493788.0017955,521.5888381004333,0.34770114942528735,0.27009646302250806,0.5183938299565404,274.04431981757347,0.5172413793103449,0.36363636363636365,0.41243802411703495,0.43502479035318603,45.774395228822094,0.598159509202454,0.12666666666666665,0.6365113684877364,121.4104949493226,0.2116564417177914,0.34936708860759497,0.670320741465027,0.6540702078140278,85.58433624106648
2SOEZXNUX2,store_D,1000,5,True,False,10,742,405,180,595,0.19811320754716982,0.08641975308641975,0.1226890756302521,0.0,0.0,0.125,0.125,0.25,0.25,0.25,False,True,False,False,False,True,1559493505.162129,1559493863.835788,358.6736590862274,0.32839506172839505,0.15,0.529727727356918,194.63452068516017,0.6246913580246913,0.20833333333333334,0.45499166512317096,0.5136136321541026,57.34461297109897,0.6352941176470588,0.1933085501858736,0.5574260496855878,161.08511181219004,0.1226890756302521,0.218562874251497,0.6158249443081522,0.62321292614838,81.56176935507706
6N7N1S6SU7,store_D,1000,5,True,False,10,742,405,180,595,0.19811320754716982,0.08641975308641975,0.1226890756302521,0.0,0.0,0.125,0.125,0.25,0.25,0.25,False,True,False,False,False,True,1559493509.772539,1559493873.512835,363.740296125412,0.25925925925925924,0.1329479768786127,0.49953695128727543,373.42225488390585,0.5975308641975309,0.18090452261306533,0.49898129283200593,0.48379329505463975,54.677985021478925,0.6184873949579832,0.10980392156862745,0.5977215689591969,249.68579079725748,0.1226890756302521,0.218562874251497,0.7055804641457294,0.6979104982657982,83.40860911068415
LA9N75OLNN,store_A,1000,5,True,False,10,785,377,180,623,0.20636942675159237,0.1856763925729443,0.19743178170144463,0.0,0.0,0.125,0.125,0.25,0.25,0.25,True,True,True,False,False,True,1559493590.1132267,1559494031.1850276,441.07180094718933,0.35013262599469497,0.2367601246105919,0.5095632946379215,336.1512391079104,0.4960212201591512,0.3624161073825503,0.5295743504698729,0.43040353786622443,52.17349154642258,0.6934189406099518,0.1872340425531915,0.5356653722830027,198.84764947036916,0.19743178170144463,0.3297587131367292,0.616840951935936,0.6174048950260219,141.41791490665628
